,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name,song_name_formatted
51,0.837,0.69,10,0.088,0.222,0.0,0.0833,0.847,136.07,237307,4,BTS,2018-04-03,Go Go - Japanese ver.,['go-go-japanese']
52,0.618,0.766,3,0.0323,0.117,0.0,0.121,0.448,113.997,323360,4,BTS,2018-04-03,Crystal Snow,['crystal-snow']
53,0.572,0.825,8,0.037,0.104,0.0,0.085,0.424,106.976,276840,4,BTS,2018-04-03,Spring Day - Japanese ver.,['spring-day-japanese']
54,0.558,0.863,4,0.178,0.17,0.0,0.289,0.388,173.908,299707,4,BTS,2018-04-03,Let Go,['let-go']
55,0.729,0.386,2,0.382,0.864,0.574,0.114,0.0567,90.138,74747,4,BTS,2018-04-03,OUTRO : Crack,['crack']
56,0.563,0.909,6,0.086,0.00148,0.0028,0.364,0.547,87.01,138973,4,BTS,2017-11-01,Introduction : Youth,['introduction-youth']
57,0.531,0.863,11,0.0411,0.000741,0.000119,0.21,0.551,132.982,237920,4,BTS,2017-11-01,Run - Japanese Ver.,['run-japanese']
58,0.651,0.714,3,0.0699,0.00359,0.0,0.125,0.508,99.999,205373,4,BTS,2017-11-01,Fire - Japanese Ver.,['fire-japanese']
59,0.579,0.897,10,0.212,0.0285,0.0,0.43,0.545,154.002,241973,4,BTS,2017-11-01,Dope - Chou Yabee! - Japanese Ver.,['dope-chou-japanese']
60,0.611,0.89,6,0.0451,0.0106,0.0,0.075,0.665,94.956,267507,4,BTS,2017-11-01,Good Day,['good-day']
61,0.623,0.804,1,0.0735,0.0498,0.0,0.0903,0.394,140.077,199667,4,BTS,2017-11-01,Save Me - Japanese Ver.,['save-me-japanese']
62,0.69,0.962,1,0.199,0.0537,0.0,0.347,0.77,116.029,245880,4,BTS,2017-11-01,Funtan Syounendan - Japanese Ver.,['japanese']
63,0.669,0.885,9,0.118,0.000955,0.0,0.0398,0.544,166.967,236293,4,BTS,2017-11-01,Peppuse - Japanese Ver.,['japanese']
64,0.543,0.832,8,0.209,0.0168,0.0,0.0398,0.636,179.963,271760,4,BTS,2017-11-01,Wishing On A Star,['wishing-on-a-star']
65,0.319,0.785,1,0.0674,0.025,0.0,0.074,0.231,149.027,240680,4,BTS,2017-11-01,Butterfly - Japanese Ver.,['butterfly-japanese']
66,0.548,0.809,4,0.185,0.44,0.0,0.102,0.574,165.892,284587,4,BTS,2017-11-01,For You,['for-you']
67,0.497,0.866,5,0.0681,0.0147,0.0,0.161,0.732,158.049,212200,4,BTS,2017-11-01,I Need U - Japanese Ver.,['i-need-u-japanese']
68,0.461,0.76,5,0.236,0.0221,0.0,0.104,0.349,87.434,173347,4,BTS,2017-11-01,Epilogue : Young Forever - Japanese Ver.,['epilogue-young-forever-japanese']
69,0.476,0.581,8,0.12,0.523,0.0,0.201,0.282,129.568,139972,4,BTS,2017-09-18,Intro: Serendipity,['serendipity']
70,0.598,0.775,1,0.0545,0.022,0.0,0.0677,0.687,129.819,223123,4,BTS,2017-09-18,DNA,['dna']
71,0.651,0.756,8,0.0762,0.0298,0.0,0.396,0.473,121.96,227191,4,BTS,2017-09-18,Best Of Me,['best-of-me']
72,0.612,0.844,5,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,BTS,2017-09-18,dimple,['dimple']
73,0.583,0.712,2,0.0326,0.2,0.0,0.268,0.776,94.051,245621,4,BTS,2017-09-18,Pied Piper,['pied-piper']
74,0.252,0.694,0,0.429,0.38,0.000203,0.66,0.325,87.293,107062,3,BTS,2017-09-18,Skit: Billboard Music Awards Speech,['billboard-music-awards-speech']
75,0.667,0.889,6,0.0918,0.00912,0.0,0.0816,0.541,169.959,238193,4,BTS,2017-09-18,MIC Drop,['mic-drop']
76,0.856,0.617,10,0.0841,0.171,0.0,0.0857,0.759,136.082,235780,4,BTS,2017-09-18,Go Go,['go-go']
77,0.481,0.927,3,0.27,0.317,0.0,0.0583,0.448,88.931,228613,4,BTS,2017-09-18,Outro: Her,['her']
78,0.573,0.89,5,0.214,0.0212,0.0,0.132,0.242,130.254,121771,4,BTS,2017-02-13,Intro: Boy Meets Evil,['boy-meets-evil']
79,0.583,0.885,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052,4,BTS,2017-02-13,Blood Sweat & Tears,['blood-sweat-tears']
80,0.566,0.844,9,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4,BTS,2017-02-13,Begin,['begin']
81,0.542,0.777,6,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3,BTS,2017-02-13,Lie,['lie']
82,0.583,0.475,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4,BTS,2017-02-13,Stigma,['stigma']
83,0.517,0.741,8,0.323,0.362,0.0,0.164,0.672,86.526,189795,4,BTS,2017-02-13,First Love,['first-love']
84,0.56,0.607,2,0.076,0.0135,1.63e-06,0.2,0.27,73.995,233917,4,BTS,2017-02-13,Reflection,['reflection']
85,0.544,0.739,5,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275,4,BTS,2017-02-13,MAMA,['mama']
86,0.357,0.498,3,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161,4,BTS,2017-02-13,Awake,['awake']
87,0.547,0.84,9,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787,4,BTS,2017-02-13,Lost,['lost']
88,0.817,0.797,1,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463,4,BTS,2017-02-13,BTS Cypher 4,['cypher-4']
89,0.761,0.834,6,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082,4,BTS,2017-02-13,Am I Wrong,['am-i-wrong']
90,0.716,0.906,2,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4,BTS,2017-02-13,21st Century Girl,['21st-century-girl']
91,0.439,0.928,7,0.233,0.0254,0.0,0.1,0.599,169.928,272537,4,BTS,2017-02-13,2! 3!,['']
92,0.539,0.846,8,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,274097,4,BTS,2017-02-13,Spring Day,['spring-day']
93,0.594,0.946,8,0.126,0.00181,1.04e-06,0.923,0.665,110.024,231860,4,BTS,2017-02-13,Not Today,['not-today']
94,0.654,0.903,11,0.121,0.00503,0.0,0.0875,0.659,124.988,225447,4,BTS,2017-02-13,Outro: Wings,['wings']
95,0.695,0.903,8,0.152,0.00596,0.0,0.0668,0.59,127.99,156061,4,BTS,2017-02-13,A Supplementary Story: You Never Walk Alone,['a-supplementary-you-never-walk-alone']
96,0.573,0.89,5,0.214,0.0212,0.0,0.132,0.242,130.254,121771,4,BTS,2017-02-13,Intro : Boy Meets Evil,['intro-boy-meets-evil']
97,0.583,0.885,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052,4,BTS,2017-02-13,Blood Sweat & Tears,['blood-sweat-tears']
98,0.566,0.844,9,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4,BTS,2017-02-13,Begin,['begin']
99,0.542,0.777,6,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3,BTS,2017-02-13,Lie,['lie']
100,0.583,0.475,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4,BTS,2017-02-13,Stigma,['stigma']
101,0.517,0.741,8,0.323,0.362,0.0,0.164,0.672,86.526,189795,4,BTS,2017-02-13,First Love,['first-love']
102,0.56,0.607,2,0.076,0.0135,1.63e-06,0.2,0.27,73.995,233917,4,BTS,2017-02-13,Reflection,['reflection']
103,0.544,0.739,5,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275,4,BTS,2017-02-13,MAMA,['mama']
104,0.357,0.498,3,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161,4,BTS,2017-02-13,Awake,['awake']
105,0.547,0.84,9,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787,4,BTS,2017-02-13,Lost,['lost']
106,0.817,0.797,1,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463,4,BTS,2017-02-13,BTS Cypher 4,['cypher-4']
107,0.761,0.834,6,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082,4,BTS,2017-02-13,Am I Wrong,['am-i-wrong']
108,0.716,0.906,2,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4,BTS,2017-02-13,21st Century Girl,['21st-century-girl']
109,0.439,0.928,7,0.233,0.0254,0.0,0.1,0.599,169.928,272537,4,BTS,2017-02-13,2! 3!,['']
110,0.539,0.846,8,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,274097,4,BTS,2017-02-13,Spring Day,['spring-day']
111,0.594,0.946,8,0.126,0.00181,1.04e-06,0.923,0.665,110.024,231860,4,BTS,2017-02-13,Not Today,['not-today']
112,0.654,0.903,11,0.121,0.00503,0.0,0.0875,0.659,124.988,225447,4,BTS,2017-02-13,Outro : Wings,['wings']
113,0.695,0.903,8,0.152,0.00596,0.0,0.0668,0.59,127.99,156061,4,BTS,2017-02-13,A Supplementary Story : You Never Walk Alone,['a-supplementary-story-you-never-walk-alone']
114,0.573,0.89,5,0.214,0.0212,0.0,0.132,0.242,130.254,121771,4,BTS,2016-10-10,Intro: Boy Meets Evil,['boy-meets-evil']
115,0.583,0.885,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052,4,BTS,2016-10-10,Blood Sweat & Tears,['blood-sweat-tears']
116,0.566,0.844,9,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4,BTS,2016-10-10,Begin,['begin']
117,0.542,0.777,6,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3,BTS,2016-10-10,Lie,['lie']
118,0.583,0.475,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4,BTS,2016-10-10,Stigma,['stigma']
119,0.517,0.741,8,0.323,0.362,0.0,0.164,0.672,86.526,189795,4,BTS,2016-10-10,First Love,['first-love']
120,0.56,0.607,2,0.076,0.0135,1.63e-06,0.2,0.27,73.995,233917,4,BTS,2016-10-10,Reflection,['reflection']
121,0.544,0.739,5,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275,4,BTS,2016-10-10,MAMA,['mama']
122,0.357,0.498,3,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161,4,BTS,2016-10-10,Awake,['awake']
123,0.547,0.84,9,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787,4,BTS,2016-10-10,Lost,['lost']
124,0.817,0.797,1,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463,4,BTS,2016-10-10,BTS Cypher 4,['cypher-4']
125,0.761,0.834,6,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082,4,BTS,2016-10-10,Am I Wrong,['am-i-wrong']
126,0.716,0.906,2,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4,BTS,2016-10-10,21st Century Girl,['21st-century-girl']
127,0.439,0.928,7,0.233,0.0254,0.0,0.1,0.599,169.928,272537,4,BTS,2016-10-10,2! 3!,['']
128,0.638,0.851,11,0.0662,0.0102,0.0,0.114,0.6,125.0,144314,4,BTS,2016-10-10,Interlude: Wings,['wings']
129,0.573,0.89,5,0.214,0.0212,0.0,0.132,0.242,130.254,121771,4,BTS,2016-10-10,Intro : Boy Meets Evil,['intro-boy-meets-evil']
130,0.583,0.885,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052,4,BTS,2016-10-10,피 땀 눈물,['']
131,0.566,0.844,9,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4,BTS,2016-10-10,Begin,['begin']
132,0.542,0.777,6,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3,BTS,2016-10-10,Lie,['lie']
133,0.583,0.475,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4,BTS,2016-10-10,Stigma,['stigma']
134,0.517,0.741,8,0.323,0.362,0.0,0.164,0.672,86.526,189795,4,BTS,2016-10-10,First Love,['first-love']
135,0.56,0.607,2,0.076,0.0135,1.63e-06,0.2,0.27,73.995,233917,4,BTS,2016-10-10,Reflection,['reflection']
136,0.544,0.739,5,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275,4,BTS,2016-10-10,MAMA,['mama']
137,0.357,0.498,3,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161,4,BTS,2016-10-10,Awake,['awake']
138,0.547,0.84,9,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787,4,BTS,2016-10-10,Lost,['lost']
139,0.817,0.797,1,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463,4,BTS,2016-10-10,BTS Cypher 4,['cypher-4']
140,0.761,0.834,6,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082,4,BTS,2016-10-10,Am I Wrong(カバー),['am-i']
141,0.716,0.906,2,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4,BTS,2016-10-10,21세기 소녀,['']
142,0.439,0.928,7,0.233,0.0254,0.0,0.1,0.599,169.928,272537,4,BTS,2016-10-10,둘! 셋! (그래도 좋은 날이 더 많기를),['']
143,0.638,0.851,11,0.0662,0.0102,0.0,0.114,0.6,125.0,144314,4,BTS,2016-10-10,Interlude : Wings,['interlude-wings']
144,0.563,0.909,6,0.086,0.00148,0.0028,0.364,0.547,87.01,138973,4,BTS,2016-09-07,INTRODUCTION : YOUTH,['introduction-youth']
145,0.531,0.863,11,0.0411,0.000741,0.000119,0.21,0.551,132.982,237920,4,BTS,2016-09-07,RUN‐Japanese Ver.‐,['']
146,0.651,0.714,3,0.0699,0.00359,0.0,0.125,0.508,99.999,205373,4,BTS,2016-09-07,FIRE‐Japanese Ver.‐,['']
147,0.579,0.897,10,0.212,0.0285,0.0,0.43,0.545,154.002,241973,4,BTS,2016-09-07,DOPE‐超ヤベー!‐(Japanese Ver.),['']
148,0.611,0.89,6,0.0451,0.0106,0.0,0.075,0.665,94.956,267507,4,BTS,2016-09-07,Good Day,['good-day']
149,0.623,0.804,1,0.0735,0.0498,0.0,0.0903,0.394,140.077,199667,4,BTS,2016-09-07,Save ME‐Japanese Ver.‐,['save']
150,0.69,0.962,1,0.199,0.0537,0.0,0.347,0.77,116.029,245880,4,BTS,2016-09-07,フンタン少年団(Japanese Ver.),['']
151,0.669,0.885,9,0.118,0.000955,0.0,0.0398,0.544,166.967,236293,4,BTS,2016-09-07,ペップセ‐Japanese Ver.‐,['']
152,0.543,0.832,8,0.209,0.0168,0.0,0.0398,0.636,179.963,271760,4,BTS,2016-09-07,Wishing on a star,['wishing-on-a-star']
153,0.319,0.785,1,0.0674,0.025,0.0,0.074,0.231,149.027,240680,4,BTS,2016-09-07,Butterfly‐Japanese Ver.‐,['']
154,0.548,0.809,4,0.185,0.44,0.0,0.102,0.574,165.892,284587,4,BTS,2016-09-07,FOR YOU,['for-you']
155,0.497,0.866,5,0.0681,0.0147,0.0,0.161,0.732,158.049,212200,4,BTS,2016-09-07,I NEED U(Japanese Ver.),['i-need']
156,0.461,0.76,5,0.236,0.0221,0.0,0.104,0.349,87.434,173347,4,BTS,2016-09-07,EPILOGUE : Young Forever‐Japanese Ver.‐,['epilogue-young']
157,0.498,0.97,7,0.444,0.203,0.0,0.0692,0.229,92.54,124739,4,BTS,2016-05-02,INTRO : 화양연화,['intro']
158,0.475,0.897,5,0.0736,0.0184,0.0,0.296,0.642,78.918,210577,4,BTS,2016-05-02,I NEED U,['i-need-u']
159,0.636,0.799,6,0.257,0.0154,3.95e-06,0.218,0.379,139.953,273992,4,BTS,2016-05-02,잡아줘,['']
160,0.394,0.799,6,0.0914,0.0107,0.0,0.144,0.297,104.999,267151,4,BTS,2016-05-02,고엽,['']
161,0.377,0.541,6,0.0487,0.0446,0.001,0.0909,0.135,74.341,295128,4,BTS,2016-05-02,Butterfly prologue mix,['butterfly-prologue-mix']
162,0.577,0.875,6,0.0445,0.00165,0.0,0.0892,0.522,132.943,236334,4,BTS,2016-05-02,RUN,['run']
163,0.678,0.97,6,0.0989,0.000267,0.0,0.0548,0.783,122.017,256840,4,BTS,2016-05-02,Ma City,['ma-city']
164,0.649,0.875,9,0.0696,0.00128,0.0,0.0486,0.557,166.927,233185,4,BTS,2016-05-02,뱁새,['']
165,0.579,0.896,10,0.224,0.0272,1.02e-06,0.352,0.678,153.991,240021,4,BTS,2016-05-02,쩔어,['']
166,0.627,0.706,10,0.0597,0.00227,0.0,0.122,0.536,99.93,203352,4,BTS,2016-05-02,불타오르네 (FIRE),['']
167,0.614,0.823,1,0.062,0.0269,0.0,0.0783,0.539,139.949,196506,4,BTS,2016-05-02,Save ME,['save-me']
168,0.606,0.815,5,0.231,0.04,0.0,0.119,0.386,88.062,171803,4,BTS,2016-05-02,EPILOGUE : Young Forever,['epilogue-young-forever']
169,0.72,0.803,1,0.0956,0.0245,0.0,0.2,0.804,97.991,210222,4,BTS,2016-05-02,Converse High,['converse-high']
170,0.68,0.926,0,0.164,0.00223,1.02e-05,0.0905,0.935,159.97,292519,4,BTS,2016-05-02,이사,['']
171,0.572,0.937,10,0.278,0.0858,1.61e-05,0.342,0.77,90.021,243553,4,BTS,2016-05-02,Whalien 52,['52']
172,0.441,0.747,6,0.0498,0.0107,0.0,0.101,0.278,149.771,240091,4,BTS,2016-05-02,Butterfly,['butterfly']
173,0.367,0.67,2,0.0517,0.334,0.0,0.147,0.386,104.96,226212,4,BTS,2016-05-02,House Of Cards (full length edition),['house-of-cards-length']
174,0.462,0.577,2,0.0846,0.124,0.0,0.127,0.278,102.972,221620,4,BTS,2016-05-02,Love is not over (full length edition),['love-is-not-over-length']
175,0.56,0.814,5,0.0682,0.11,0.0,0.188,0.534,74.01,215189,4,BTS,2016-05-02,I NEED U urban mix,['i-need-u-urban-mix']
176,0.518,0.918,5,0.207,0.00258,3.46e-06,0.448,0.494,158.059,223013,4,BTS,2016-05-02,I NEED U remix,['i-need-u-remix']
177,0.568,0.774,6,0.036,0.0309,0.0,0.379,0.595,128.013,257000,4,BTS,2016-05-02,RUN ballad mix,['run-ballad-mix']
178,0.594,0.871,6,0.0321,0.000182,4.01e-05,0.371,0.58,132.994,236437,4,BTS,2016-05-02,RUN (alternative mix),['run']
179,0.345,0.717,6,0.0481,0.00658,0.0,0.149,0.211,149.542,241144,4,BTS,2016-05-02,Butterfly (alternative mix),['butterfly']
180,0.498,0.97,7,0.444,0.203,0.0,0.0692,0.229,92.54,124739,4,BTS,2016-05-02,Intro: The Most Beautiful Moment in Life,['the-most-beautiful-moment-in-life']
181,0.475,0.897,5,0.0736,0.0184,0.0,0.296,0.642,78.918,210577,4,BTS,2016-05-02,I Need U,['i-need-u']
182,0.636,0.799,6,0.257,0.0154,3.95e-06,0.218,0.379,139.953,273992,4,BTS,2016-05-02,Hold Me Tight,['hold-me-tight']
183,0.394,0.799,6,0.0914,0.0107,0.0,0.144,0.297,104.999,267151,4,BTS,2016-05-02,Autumn Leaves,['autumn-leaves']
184,0.377,0.541,6,0.0487,0.0446,0.001,0.0909,0.135,74.341,295128,4,BTS,2016-05-02,Butterfly (Prologue Mix),['butterfly']
185,0.577,0.875,6,0.0445,0.00165,0.0,0.0892,0.522,132.943,236334,4,BTS,2016-05-02,Run,['run']
186,0.678,0.97,6,0.0989,0.000267,0.0,0.0548,0.783,122.017,256840,4,BTS,2016-05-02,Ma City,['ma-city']
187,0.649,0.875,9,0.0696,0.00128,0.0,0.0486,0.557,166.927,233185,4,BTS,2016-05-02,Silver Spoon,['silver-spoon']
188,0.579,0.896,10,0.224,0.0272,1.02e-06,0.352,0.678,153.991,240021,4,BTS,2016-05-02,Dope,['dope']
189,0.627,0.706,10,0.0597,0.00227,0.0,0.122,0.536,99.93,203352,4,BTS,2016-05-02,Burning Up (Fire),['burning-up']
190,0.614,0.823,1,0.062,0.0269,0.0,0.0783,0.539,139.949,196506,4,BTS,2016-05-02,Save Me,['save-me']
191,0.606,0.815,5,0.231,0.04,0.0,0.119,0.386,88.062,171803,4,BTS,2016-05-02,Epilogue: Young Forever,['young-forever']
192,0.72,0.803,1,0.0956,0.0245,0.0,0.2,0.804,97.991,210222,4,BTS,2016-05-02,Converse High,['converse-high']
193,0.68,0.926,0,0.164,0.00223,1.02e-05,0.0905,0.935,159.97,292519,4,BTS,2016-05-02,Moving On,['moving-on']
194,0.572,0.937,10,0.278,0.0858,1.61e-05,0.342,0.77,90.021,243553,4,BTS,2016-05-02,Whalien 52,['52']
195,0.441,0.747,6,0.0498,0.0107,0.0,0.101,0.278,149.771,240091,4,BTS,2016-05-02,Butterfly,['butterfly']
196,0.367,0.67,2,0.0517,0.334,0.0,0.147,0.386,104.96,226212,4,BTS,2016-05-02,House of Cards (Full Length Edition),['house-of-cards-length']
